ds,y
2021-02-18,41757.7
2021-02-19,62604.46
2021-02-20,18290.27
2021-02-21,7886.82
2021-02-22,119875.39
2021-02-23,140154.91999999998
2021-02-24,52705.53
2021-02-25,64201.14
2021-02-26,119047.24
2021-02-27,15268.02
2021-02-28,48182.159999999996
2021-03-01,264430.77999999997
2021-03-02,56162.87
2021-03-03,67963.61
2021-03-04,80820.16
2021-03-05,82672.09
2021-03-06,8830.630000000001
2021-03-07,4997.96
2021-03-08,63910.38
2021-03-09,65960.47
2021-03-10,38488.62
2021-03-11,48716.65
2021-03-12,46817.67
2021-03-13,10112.95
2021-03-14,5651.07
2021-03-15,54411.630000000005
2021-03-16,25780.52
2021-03-17,37700.36
2021-03-18,59582.78
2021-03-19,15871.74
2021-03-20,5979.45
2021-03-21,3516.0299999999997
2021-03-22,108118.13
2021-03-23,128578.74
2021-03-24,55952.119999999995
2021-03-25,68804.98
2021-03-26,52526.020000000004
2021-03-27,12881.84
2021-03-28,3964.3900000000003
2021-03-29,52044.53
2021-03-30,153910.83000000002
2021-03-31,118013.98999999999
2021-04-01,148351.14
2021-04-02,4818.79
2021-04-03,19587.82
2021-04-04,4399.22
2021-04-05,179115.62
2021-04-06,71190.74
2021-04-07,51896.64
2021-04-08,37692.12
2021-04-09,50417.66
2021-04-10,14616.18
2021-04-11,8962.43
2021-04-12,39239.33
2021-04-13,42999.69
2021-04-14,19803.49
2021-04-15,41431.81
2021-04-16,59532.86
2021-04-17,5048.72
2021-04-18,2817.86
2021-04-19,74132.74
2021-04-20,87932.14
2021-04-21,30768.08
2021-04-22,106320.91
2021-04-23,59697.0
2021-04-24,10979.189999999999
2021-04-25,30338.5
2021-04-26,114147.25
2021-04-27,86244.87
2021-04-28,65374.66
2021-04-29,63374.03
2021-04-30,142215.94
2021-05-01,44027.42
2021-05-02,15447.01
2021-05-03,242655.16999999998
2021-05-04,149443.58
2021-05-05,125276.37
2021-05-06,94215.73
2021-05-07,51155.99
2021-05-08,6459.84
2021-05-09,5171.72
2021-05-10,52916.44
2021-05-11,67651.32
2021-05-12,90012.61
2021-05-13,40288.09
2021-05-14,32855.6
2021-05-15,14978.35
2021-05-16,26409.629999999997
2021-05-17,33833.39
2021-05-18,92127.37
2021-05-19,57330.659999999996
2021-05-20,77343.02
2021-05-21,108593.2
2021-05-22,15629.97
2021-05-23,10600.789999999999
2021-05-24,102893.79
2021-05-25,80379.49
2021-05-26,48711.92
2021-05-27,64303.13
2021-05-28,125249.59
2021-05-29,13332.050000000001
2021-05-30,17004.59
2021-05-31,99199.70999999999
2021-06-01,286153.43
2021-06-02,169485.83
2021-06-03,20236.32
2021-06-04,53591.15
2021-06-05,24210.13
2021-06-06,11359.29
2021-06-07,70597.55
2021-06-08,130125.75
2021-06-09,104691.14
2021-06-10,71196.16
2021-06-11,58918.61
2021-06-12,16618.87
2021-06-13,18610.739999999998
2021-06-14,73534.89
2021-06-15,56887.4
2021-06-16,64133.91
2021-06-17,54399.76
2021-06-18,51202.89
2021-06-19,13337.75
2021-06-20,9987.0
2021-06-21,124175.53
2021-06-22,85213.03
2021-06-23,83648.33
2021-06-24,62727.83
2021-06-25,106974.06999999999
2021-06-26,16553.85
2021-06-27,13579.06
2021-06-28,94318.07
2021-06-29,46643.99
2021-06-30,143486.74
2021-07-01,233264.85
2021-07-02,172779.83
2021-07-03,35167.74
2021-07-04,15386.429999999998
2021-07-05,158910.84
2021-07-06,71406.35
2021-07-07,91793.83
2021-07-08,87632.95
2021-07-09,38271.76
2021-07-10,2627.98
2021-07-11,13097.26
2021-07-12,52537.590000000004
2021-07-13,52074.13
2021-07-14,48908.52
2021-07-15,63554.0
2021-07-16,34104.81
2021-07-17,11195.88
2021-07-18,10093.59
2021-07-19,117173.2
2021-07-20,38390.19
2021-07-21,110784.92
2021-07-22,52567.69
2021-07-23,56945.89
2021-07-24,33956.53
2021-07-25,12178.65
2021-07-26,122987.15
2021-07-27,75467.22
2021-07-28,63047.3
2021-07-29,108848.95
2021-07-30,121960.29
2021-07-31,64921.020000000004
2021-08-01,64453.96
2021-08-02,212509.82
2021-08-03,115709.0
2021-08-04,212619.09
2021-08-05,110120.12
2021-08-06,56581.369999999995
2021-08-07,9583.64
2021-08-08,10664.67
2021-08-09,109214.81
2021-08-10,96773.92
2021-08-11,114529.98
2021-08-12,49814.46
2021-08-13,58165.98
2021-08-14,11534.15
2021-08-15,13903.93
2021-08-16,90474.15
2021-08-17,46779.99
2021-08-18,128207.89
2021-08-19,80924.97
2021-08-20,85124.85
2021-08-21,21413.5
2021-08-22,9880.14
2021-08-23,110960.8
2021-08-24,81279.17
2021-08-25,85166.65
2021-08-26,152606.38
2021-08-27,49063.44
2021-08-28,17230.510000000002
2021-08-29,12563.4
2021-08-30,123372.56999999999
2021-08-31,152510.04
2021-09-01,248385.79
2021-09-02,152810.30000000002
2021-09-03,117614.42
2021-09-04,7978.55
2021-09-05,34262.14
2021-09-06,33799.89
2021-09-07,15948.48
2021-09-08,92148.61
2021-09-09,58853.65
2021-09-10,66714.89
2021-09-11,17000.79
2021-09-12,17284.41
2021-09-13,119737.2
2021-09-14,76354.07
2021-09-15,68084.03
2021-09-16,103110.97
2021-09-17,83985.51
2021-09-18,10797.04
2021-09-19,12400.47
2021-09-20,123385.02
2021-09-21,113103.69
2021-09-22,74260.59
2021-09-23,88663.17
2021-09-24,48654.24
2021-09-25,25562.56
2021-09-26,13721.26
2021-09-27,87362.28
2021-09-28,85696.86
2021-09-29,91041.83
2021-09-30,134542.58000000002
2021-10-01,233702.29
2021-10-02,12978.01
2021-10-03,24074.49
2021-10-04,152114.12
2021-10-05,109587.07
2021-10-06,121983.62
2021-10-07,72076.4
2021-10-08,44339.41
2021-10-09,4114.74
2021-10-10,5548.89
2021-10-11,58994.07
2021-10-12,20680.28
2021-10-13,97688.06999999999
2021-10-14,108748.76
2021-10-15,107517.29
2021-10-16,19581.77
2021-10-17,20326.190000000002
2021-10-18,68144.28
2021-10-19,97523.43
2021-10-20,91929.51
2021-10-21,125151.73
2021-10-22,46225.55
2021-10-23,13909.36
2021-10-24,8674.45
2021-10-25,121096.7
2021-10-26,79361.73
2021-10-27,91969.15
2021-10-28,106790.01
2021-10-29,68288.38
2021-10-30,26892.08
2021-10-31,31347.24
2021-11-01,221642.66
2021-11-02,29001.6
2021-11-03,185443.79
2021-11-04,117886.05
2021-11-05,111368.23
2021-11-06,18926.93
2021-11-07,4253.9
2021-11-08,88189.74
2021-11-09,100132.84
2021-11-10,62663.14
2021-11-11,39178.22
2021-11-12,48678.25
2021-11-13,15723.900000000001
2021-11-14,5543.7699999999995
2021-11-15,38708.25
2021-11-16,135543.63
2021-11-17,117696.58
2021-11-18,62693.41
2021-11-19,92038.19
2021-11-20,16262.71
2021-11-21,31203.0
2021-11-22,89004.70999999999
2021-11-23,81663.47
2021-11-24,106125.06
2021-11-25,110165.72
2021-11-26,87932.43
2021-11-27,18990.41
2021-11-28,13826.69
2021-11-29,128963.53
2021-11-30,188931.41
2021-12-01,368914.08
2021-12-02,157159.38
2021-12-03,85157.13
2021-12-04,13480.119999999999
2021-12-05,38024.42
2021-12-06,115145.05
2021-12-07,73587.95
2021-12-08,84622.5
2021-12-09,89072.9
2021-12-10,96069.91
2021-12-11,16667.1
2021-12-12,21875.63
2021-12-13,190786.25
2021-12-14,186169.6
2021-12-15,193096.79
2021-12-16,76600.98
2021-12-17,41536.04
2021-12-18,6118.2
2021-12-19,12043.47
2021-12-20,46157.08
2021-12-21,30334.260000000002
2021-12-22,33785.53
2021-12-23,5728.91
2021-12-24,72137.32
2021-12-25,5615.6900000000005
2021-12-26,1689.53
2021-12-27,28552.41
2021-12-28,154547.27
2021-12-29,22495.760000000002
2021-12-30,118345.56
2021-12-31,27219.41
